rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
30766,News & Magazines,2.9,10000,0,1,3,48,0,0,1,1
150375,Tools,2.7,50000,0,2,3,95,0,0,0,0
21468,Tools,2.3,1000,0,6,3,129,0,0,7,0
30757,Productivity,2.9,5000,0,6,3,129,0,0,1,0
30727,Books & Reference,1,1000,51,6,3,131,0,0,1,0
188474,Lifestyle,2.3,1000,0,6,3,131,0,0,0,0
31875,Tools,2.2,10000,51,6,3,132,1,0,1,0
47351,News & Magazines,2.4,100000,0,6,3,132,0,0,1,0
49460,Shopping,2.3,5000,0,6,3,134,0,0,5,0
214695,Finance,2.7,10000,0,6,3,140,0,0,0,0
45930,Health & Fitness,1,1000,0,7,3,157,0,0,8,0
30764,Entertainment,1.8,10000,51,6,3,161,0,0,1,0
69672,Entertainment,2.4,1000,51,7,3,170,0,0,8,0
158272,Sports,2.7,1000,0,9,6,182,0,0,0,0
30744,Entertainment,2.8,5000,0,8,3,205,0,0,1,0
52405,Business,1,1000,0,7,3,209,0,0,6,0
46675,Entertainment,2.7,50000,0,8,3,215,0,1,3,0
209021,Education,2.7,1000,51,8,3,215,0,0,0,0
58087,Tools,2.6,5000,0,9,3,216,0,0,15,1
30746,Tools,2.9,1000,0,7,3,231,0,0,1,1
119542,Finance,2.3,1000,0,11,3,240,0,0,0,0
16421,Social,2.3,1000,51,9,3,250,0,0,5,0
5643,Entertainment,2.9,50000,0,9,3,253,0,1,38,0
51512,Entertainment,2.7,1000,0,8,3,256,0,1,1,0
12657,Lifestyle,2.8,1000,51,8,3,265,1,0,22,0
217780,Arcade,2.3,10000,0,10,6,266,0,0,0,1
217426,Sports,2.7,1000,51,9,3,277,0,0,0,0
47012,Lifestyle,2,1000,51,10,3,282,0,0,6,0
132063,Tools,2.6,500000,51,4,3,290,5,0,0,3
12905,Casual,2.9,100000,0,8,3,292,0,0,16,1
45988,Entertainment,2.8,5000,0,9,3,311,0,1,1,0
166271,Media & Video,2.9,50000,51,9,3,314,0,0,0,0
70984,Entertainment,1.9,1000,51,10,3,322,0,0,12,0
17183,Puzzle,2.9,5000,0,9,3,330,0,0,7,2
120803,Productivity,2.3,1000,0,9,3,344,0,0,0,0
122321,Finance,2.6,10000,51,12,3,344,4,0,0,0
106328,Entertainment,2.6,1000,51,10,3,346,0,0,0,0
195546,Education,2.8,10000,51,12,6,346,0,0,0,0
176512,Finance,2.5,1000,51,3,3,347,0,0,0,2
30734,Travel & Local,1.9,5000,51,13,6,350,0,0,1,1
165047,Sports,2.4,10000,51,13,6,353,0,0,0,1
12499,Weather,2.9,5000,0,9,3,354,3,0,6,0
3854,Casual,2.5,5000,0,8,3,366,0,1,8,0
46725,Travel & Local,2.9,1000,51,11,3,369,0,0,3,1
3978,Libraries & Demo,2,50000,0,12,3,371,0,0,20,0
155231,Media & Video,2.1,1000,50,5,3,372,10,0,0,2
126753,Tools,2,5000,51,8,3,376,0,0,0,0
127594,Entertainment,2.9,1000,0,9,3,382,1,0,0,1
69166,Entertainment,2.6,1000,0,13,3,386,0,1,11,1
133364,Shopping,1.4,5000,51,11,3,387,0,0,0,0
135171,Sports,2.1,1000,0,11,6,387,0,0,0,0
124201,Social,2.7,10000,0,8,3,392,0,0,0,0
226574,Lifestyle,1.3,1000,51,12,3,393,0,0,0,0
103775,Libraries & Demo,2.6,1000,0,8,3,399,0,0,0,1
75179,Lifestyle,2.2,10000,50,10,3,422,0,0,5,0
126773,Education,2.8,1000,0,11,6,425,1,0,0,0
129638,Media & Video,1,1000,51,12,3,431,0,0,0,0
67924,Transportation,2.1,1000,50,14,6,434,1,0,12,0
176769,Entertainment,2.4,10000,0,13,3,442,0,1,0,0
71155,Health & Fitness,2.8,10000,0,9,3,445,0,0,12,0
58045,Travel & Local,2.4,1000,50,14,3,467,4,0,17,1
124202,Entertainment,2.2,10000,0,13,6,492,0,0,0,0
70461,Books & Reference,2.9,5000,0,13,3,493,0,0,2,1
4832,Tools,2.9,50000,0,12,3,498,0,0,4,1
193639,Travel & Local,1.7,1000,51,12,3,500,0,0,0,0
58117,Finance,2.6,5000,51,12,6,503,0,0,3,1
46544,Photography,1,1000,51,10,3,525,0,1,5,0
30745,Tools,2.1,1000,51,7,3,534,0,0,1,0
126662,Sports,2.7,1000,0,18,3,550,0,1,0,0
4792,Entertainment,2.8,5000,0,11,3,554,0,1,3,0
127322,Libraries & Demo,2.1,100000,0,11,3,559,0,0,0,1
58054,Education,2.8,1000,0,17,6,565,0,1,4,1
19714,Casual,2.7,10000,0,12,3,569,0,1,4,1
125686,Tools,2.3,1000,51,12,3,590,0,0,0,1
80024,Business,2.3,1000,0,12,3,594,0,1,0,0
147185,Tools,2.7,500000,0,8,3,598,0,0,0,0
198630,Productivity,2.9,10000,51,9,3,611,0,0,0,1
10941,Tools,2.9,50000,0,11,3,618,0,0,3,1
69702,Casual,1.9,1000,51,13,6,624,0,0,3,1
47431,Entertainment,2.8,1000,0,12,3,656,0,0,1,0
156447,Productivity,2.4,5000,0,12,3,660,0,0,0,2
209072,Entertainment,2.6,1000,0,18,3,688,0,0,0,0
220657,Sports,1.7,1000,0,12,3,693,0,0,0,1
94727,Education,1,1000,51,15,3,717,0,0,0,4
11448,Entertainment,2.2,50000,0,15,3,736,0,0,5,3
94792,Education,2.7,5000,51,16,3,737,0,0,0,4
206592,Sports,2.5,5000,0,15,3,751,0,1,0,1
6234,Tools,2.7,1000,0,16,3,758,0,0,2,1
58050,Health & Fitness,2.7,1000,0,14,6,758,0,0,7,1
186164,Tools,2.4,1000,0,8,3,768,0,0,0,0
101022,Finance,2.8,1000000,50,4,3,770,13,0,0,11
