AppName,Genre,UserRating,LowerDownloads,isJavaAnalyze,AndroRisk,Jlint,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount
SABcontrol,Tools,4.3,10000,0,51,92,9,29942,0,1,10
SabdroidEx,Tools,4,10000,0,51,141,6,53318,1,2,17
Servers Ultimate Pack B,Tools,4.4,10000,0,51,1971,35,718564,9,0,2
File Expert HD with Clouds,Tools,4.3,500000,0,86,1837,46,561851,19,0,5
IQQI Chinese Keyboard ??????,Tools,4.4,500000,0,95,735,12,371387,4,0,7
CM Security & Find My Phone,Tools,4.7,50000000,0,50,581,12,278615,11,5,17
Ramadan Timings Calendar 2014,Tools,4.3,10000,0,92,534,12,315430,0,2,5
Random Color Flashlight,Tools,2.2,10000,0,51,20,3676,5208,2,0,3
Seoul Subway,Tools,4.2,100000,0,50,228,15,53790,1,0,13
Watch beep,Tools,4.6,10000,0,0,4,3,881,0,1,7
Beirut Electricity Cut Off,Tools,4.5,50000,0,51,43,6,10261,0,1,2
MyCarCheck,Tools,3.8,100000,0,51,170,9,61970,0,4,2
Made In Hungary,Tools,4.6,100000,0,51,117,6,53572,0,4,12
TWC IntelligentHome,Tools,4.1,100000,0,51,19,6,13961,0,1,12
QuÇt m? v?ch 1.3,Tools,4,50000,0,100,422,21,136316,2,4,5
Voltage Control,Tools,4.3,100000,0,0,62,6,23763,0,1,7
Quick Process Killer,Tools,4,10000,0,51,18,6,7435,2,0,10
RC Gear Ratio Calculator,Tools,4.1,10000,0,51,45,3,11801,0,0,3
BookSearch,Tools,4.2,10000,0,51,38,6,7336,0,0,3
Pilotx S2 ROM Installer,Tools,4.1,10000,0,0,34,6,7688,0,3,2
Screen Light Flashlight,Tools,4,10000,0,51,32,6,7414,2,1,5
RecordCall,Tools,2.4,10000,0,0,5,3,2110,2,0,8
JF Updater [FOR ROOTED PHONES],Tools,4.7,50000,0,51,12,3,3727,0,2,8
Fantec Remote,Tools,3.8,10000,0,51,26,3660,7205,0,0,4
WordTraining,Tools,3.4,10000,0,51,40,3,10413,0,0,5
CliffGWatch for LiveView,Tools,4,10000,0,0,11,3,3841,1,0,9
Salah,Tools,4.1,10000,0,0,4,3,2800,0,1,5
Billion Counter Benchmark,Tools,4.2,10000,0,51,32,3,7448,0,1,4
Volumes,Tools,4.1,50000,0,51,41,3354,14991,0,0,14
Seismograph,Tools,4.1,50000,0,51,36,4876,10040,0,0,2
Subnet Calculator,Tools,4.3,50000,0,51,45,6,12374,0,0,5
FTPServer,Tools,4.6,100000,0,51,28,3,8847,2,0,10
SpoofFw,Tools,4.1,10000,0,51,32,4958,9876,1,0,3
GPS Speedometer,Tools,3.8,500000,0,51,10,3,2844,0,1,6
FasterFix,Tools,4.2,500000,0,51,46,3,12255,0,0,14
Converter,Tools,4.2,10000,0,51,70,6,40780,0,1,15
Best Parental Controls Android,Tools,2.5,10000,0,50,535,12,253765,11,2,14
??,Tools,3.7,10000,0,50,90,6,34601,2,2,19
11888,Tools,3.7,10000,0,50,482,21,212972,3,1,3
SU Settings General,Tools,4.3,10000,0,51,88,5049,34983,2,4,1
USSDDualWidget,Tools,4,50000,0,50,36,3,8931,3,0,10
CNC Mobile,Tools,3.9,10000,0,51,132,9,40870,4,1,6
SIM Card Details,Tools,4,50000,0,92,234,6,98900,0,2,5
365??????????,Tools,3.4,10000,0,51,23,6,8208,2,0,1
aDataConMon,Tools,4.4,10000,0,0,38,6,7572,0,0,7
Quick Volume (Free),Tools,4.3,10000,0,51,17,3,10897,0,1,3
Cerbroid Vibrate Ringer,Tools,3,10000,0,0,4,3,1542,0,0,6
CL850 Bluetooth Keyboard Demo,Tools,3.3,10000,0,51,37,3,10225,2,1,8
Advanced Uninstaller,Tools,3.7,10000,0,51,27,5098,8460,1,1,2
Removed History,Tools,4.2,10000,0,92,105,6,36728,0,1,4
QBright,Tools,4.6,10000,0,0,1,3,953,0,0,2
Ka-Sat Finder,Tools,3.9,50000,0,51,4,3,1410,1,0,1
Programmer's Calculator Free,Tools,4.3,10000,0,0,0,6,667,0,0,1
GPS Test,Tools,4,10000,0,51,38,3378,15020,1,0,1
Temp+CPU V2,Tools,4.1,100000,0,0,3,3,619,0,0,8
Multi Language Translator,Tools,4.1,500000,0,51,42,6,7817,0,2,1
Bubble level,Tools,4.2,10000000,0,0,4,3,1413,0,0,10
Nook Color Tweaks,Tools,4.6,50000,0,0,5,3,2772,0,0,10
Nielsen Mobile App,Tools,3.7,100000,0,50,182,3,59150,10,0,14
JBook2 Phonebook,Tools,4.1,100000,0,50,94,6,20689,4,0,18
Tip Calculator,Tools,3.3,10000,0,51,66,3,15775,0,1,9
Fat Fingers Keyboard,Tools,3.6,50000,0,0,36,3,307,0,0,6
Now I'm here,Tools,3.7,10000,0,50,29,5098,6764,1,0,8
Mute All,Tools,4.2,10000,0,51,32,3,7527,1,1,1
Wifi widget Beta,Tools,3.7,10000,0,0,3,6,2409,0,0,2
Fast Contact,Tools,3.7,10000,0,0,3,6,795,2,0,31
Droidmote beta,Tools,3.8,10000,0,51,7,3,4425,0,0,14
Simple Stopwatch Free,Tools,3.5,10000,0,51,55,3,12133,0,0,11
File manager,Tools,3.7,10000,0,0,89,6,37363,0,3,3
Contacts to Xls,Tools,3.9,10000,0,51,1,3,1168,1,0,14
snooker clock widget,Tools,4.6,10000,0,0,1,3,220,0,0,2
GPS Toggle Widget,Tools,3.3,10000,0,0,1,3,304,2,0,13
CNC Force Calculator Free,Tools,4,10000,0,51,32,3,8385,0,1,4
??????,Tools,3.6,10000,0,0,2,3,1317,0,0,1
ApkInstaller,Tools,4,10000,0,51,11,3,4521,2,1,2
ifconfig,Tools,4.1,50000,0,51,0,3,1532,1,0,1
TimeSlider Live Wallpaper,Tools,4,50000,0,0,1,6,2102,0,0,1
Useful Numbers - Hong Kong,Tools,4.2,100000,0,51,17,3,7444,1,0,1
Internet Booster (root),Tools,4.3,100000,0,0,4,3,1382,1,0,1
Rogers Smart Home Monitoring,Tools,3.4,10000,0,51,16,6,18170,0,1,3
SRT AppScanner,Tools,4.1,50000,0,0,221,12,28586,0,0,3
HexCalc Programmers Calculator,Tools,4,10000,0,51,60,6,17107,0,4,12
Islamic Calendar & Prayer Time,Tools,4.5,100000,0,50,167,6,83428,2,5,2
Color Flashlight,Tools,4.3,10000000,0,92,283,29486,65763,1,3,8
Battery Widget,Tools,4.5,5000000,0,0,16,3,3590,0,0,14
Toucher Pro,Tools,4.3,5000000,0,92,441,6,120351,12,3,4
Screenshot Easy,Tools,4.3,1000000,0,92,473,18,315057,1,1,2
Gallery Lock (Hide pictures),Tools,4.5,5000000,0,92,1782,32,551587,2,4,3
Simple Stopwatch & Timer free,Tools,4.1,5000000,0,92,329,9,125465,0,3,11
Smart Booster - Free Cleaner,Tools,4.2,5000000,0,81,439,9,215751,10,3,9
Image 2 Wallpaper,Tools,4.3,1000000,0,92,101,9,51998,1,1,2
Easy Touch?Android Holo style?,Tools,4.3,1000000,0,100,443,24,126042,8,3,3
Mobi Calculator FREE,Tools,4.6,1000000,0,0,29,3,10219,0,1,10
Shake Calc - Calculator,Tools,4.2,5000000,0,0,9,6,7163,0,0,2
ZArchiver,Tools,4.5,1000000,0,0,183,9,66298,1,1,2
Analog Clock Live Wallpaper-7,Tools,4,1000000,0,92,149,6,78471,0,2,5
App Cache Cleaner - 1Tap Clean,Tools,4.5,5000000,0,51,448,12,150230,3,4,14
[Free] Screen UnLock/Lock,Tools,3.8,100000,0,92,538,9,422130,4,4,3
Mahaya ?afak Sayac?,Tools,3.7,10000,0,92,232,6,79274,0,4,5
Alarm Clock Xtreme Free +Timer,Tools,4.5,10000000,0,51,648,6,172190,1,3,12
GO Keyboard (Emoji Free),Tools,4.4,50000000,0,88,1174,9,561266,5,4,5
DU Speed Booster (Cleaner),Tools,4.5,10000000,0,50,645,12,187443,20,2,11
99Taxis (para taxista),Tools,4.4,100000,0,50,431,6,234338,54,0,2
Norton Security and Antivirus,Tools,4.4,10000000,0,100,1315,9,430193,18,3,6
Fiabee,Tools,4.1,100000,0,51,260,12,122107,0,0,7
SpyPhone by MAGMA,Tools,3.8,10000,0,100,144,15,63529,9,4,5
Flashlight fun with Strobe,Tools,4.2,100000,0,92,137,6,54459,0,3,4
MMGuardian? Parental Control,Tools,3.5,100000,0,50,475,9,149996,12,2,5
Control Your Calls,Tools,4.4,100000,0,50,175,9,34940,2,0,9
Chinese Calendar+ free&no ad,Tools,4.5,1000000,0,86,1353,18,392094,12,5,4
Flash On Call,Tools,4.3,1000000,0,51,184,9,64880,0,1,3
Fing - Network Tools,Tools,4.7,1000000,0,51,305,6,45800,0,0,9
Sound Meter,Tools,4.3,10000000,0,92,648,12,324248,1,1,4
MLAndroid,Tools,3.9,10000,0,51,11,6,15715,0,0,2
TheMiniMemo,Tools,4.3,50000,0,0,15,6,8401,2,0,7
Steam Property,Tools,4.5,10000,0,51,265,6,105229,0,2,2
Satellite Director,Tools,4.1,1000000,0,0,10,3,7126,2,0,7
Dell Mobile Print,Tools,3.2,50000,0,50,1980,1801074,596514,8,0,7
Battery Pict,Tools,4.2,10000,0,0,99,6,59427,1,4,8
Avira Antivirus Security,Tools,4.3,5000000,0,100,567,9,186577,12,2,1
Clean Droid: Deep Cleaner,Tools,4.1,100000,0,100,563,9,350042,4,5,8
Download Manager for Android,Tools,4.1,10000000,0,92,321,6,114900,0,1,3
Transdrone,Tools,4.5,10000,0,51,366,18,148994,0,1,14
NetMeter,Tools,3.9,50000,0,0,4,3,1998,0,0,1
Download All Files,Tools,4.1,10000000,0,51,94,9,25535,0,2,9
Smartbench 2011,Tools,3.7,100000,0,50,123,3,33326,0,2,12
CPU Stats,Tools,4.5,100000,0,0,12,3,4253,0,0,6
Calculator ++,Tools,4.6,1000000,0,92,522,330470,168687,2,4,7
File Expert with Clouds,Tools,4.4,5000000,0,86,1673,40,505691,19,0,2
Brother iPrint&Scan,Tools,4,1000000,0,51,1212,12,419089,2,2,5
Unique Lotto Betting Method,Tools,4.2,50000,0,51,255,6,202226,0,3,3
Simeji (Japanese Keyboard),Tools,3.9,5000000,0,50,776,9,250260,0,1,4
"AMC Security- Antivirus, Clean",Tools,4.5,5000000,0,50,580,9,204070,14,2,1
??????? ???(????),Tools,1.4,10000,0,50,288,16,126312,5,4,3
Clean Master Phone Boost,Tools,4.7,100000000,0,80,1988,24,618763,22,0,1
Goodle2,Tools,4.2,100000,0,51,106,12,35532,0,2,2
Emoticon,Tools,4.4,500000,0,92,231,24,163300,1,2,10
Tiny Flashlight + LED,Tools,4.5,100000000,0,92,292,3,105512,1,2,4
Bitdefender Antivirus Free,Tools,4.3,1000000,0,51,200,48,55008,1,0,2
One Touch Battery Saver,Tools,4.2,5000000,0,92,917,15,309591,1,7,3
Speedtest.net,Tools,4.4,10000000,0,100,300,9,100075,0,3,9
G Cloud Backup,Tools,4.6,1000000,0,50,1553,24,585280,11,0,24
Battery Doctor (Battery Saver),Tools,4.5,50000000,0,91,898,514009,300968,2,3,4
AppMgr III (App 2 SD),Tools,4.3,10000000,0,92,518,142876,150004,4,5,3
AVG Cleaner ? Memory & Storage,Tools,4.1,10000000,0,100,748,9,271153,10,0,6
Antivirus Free,Tools,4.3,10000000,0,51,165,3,47495,1,1,8
Hotspot Shield VPN for Unblock,Tools,4,10000000,0,50,828,121764,203405,4,0,1
Baidu Browser,Tools,4.2,10000000,0,100,1019,12,314793,10,3,1
Flash Alerts,Tools,4.2,10000000,0,0,106,6,43676,4,6,2
T-Mobile Visual Voicemail,Tools,3.6,10000000,0,50,429,6,156601,5,1,11
History Eraser - Cleaner,Tools,4.6,10000000,0,53,476,12,181925,9,4,13
Google Talkback,Tools,4.1,100000000,0,0,201,6,55330,3,3,24
Remote RDP Lite (No Ad),Tools,4.3,500000,0,51,307,9,35525,2,1,16
IQQI Chinese Keyboard-Material,Tools,4.4,500000,0,95,735,12,371387,4,0,13
Advanced LT for KIA,Tools,3.6,10000,0,51,85,6,25588,0,0,12
Advanced LT for FIAT,Tools,3.6,10000,0,51,86,6,23598,0,0,34
Advanced LT for HYUNDAI,Tools,3.6,10000,0,51,85,6,27369,0,0,9
Google Search,Tools,4.4,500000000,0,50,130,9,41475,2,0,9
BimaTRI,Tools,4.3,1000000,0,51,272,9,102403,1,3,2
Kenichiro calendar,Tools,4.2,100000,0,92,119,9,43693,3,1,3
Smart Flashlight,Tools,4.4,1000000,0,92,658,12,324434,1,3,8
Battery,Tools,4.6,10000000,0,92,293,3,116758,0,4,2
Ramadan 2015 Countdown,Tools,4.4,50000,0,92,86,6,40781,0,1,4
Remote Control for TV,Tools,4.2,1000000,0,51,82,3,20304,0,0,4
Ramadan Timings Calendar 2014,Tools,4.3,10000,0,92,534,12,315801,0,1,3
CM Security- AppLock&AntiVirus,Tools,4.7,50000000,0,100,640,12,291098,11,5,4
Boost Your Bass,Tools,3.9,100000,0,100,297,6,133037,6,2,5
My Backup,Tools,4.1,1000000,0,100,371,191048,301506,19,0,9
Mobile Tracker & Route,Tools,3.7,100000,0,100,264,6,106703,2,1,7
Geofence Tracker Tasker free,Tools,3.9,10000,0,100,519,9,388258,4,0,6
Super Task Killer FREE,Tools,4.3,5000000,0,92,591,3,248385,3,3,6
Easy Battery Doctor,Tools,4.4,500000,0,51,275,12,103713,1,6,1
AppLock,Tools,4.4,50000000,0,80,541,9,155597,5,2,1
jDroidloader beta,Tools,3.3,10000,0,51,116,6,59774,0,2,14
Mobile Security & Antivirus,Tools,4.4,100000000,0,100,1155,19,389574,11,1,4
360 Security - Antivirus FREE,Tools,4.5,50000000,0,100,1074,9,566466,8,2,2
PSafe Total Android Antiv°rus,Tools,4.4,10000000,0,100,1124,573196,509870,15,1,2
V3 Mobile Plus 2.0,Tools,3.8,10000000,0,51,49,3,19542,2,2,7
Smart App Lock (App Protector),Tools,4.5,10000000,0,52,339,9,128996,3,2,2
QR BARCODE SCANNER,Tools,3.8,10000000,0,50,309,5123,103949,3,1,28
Root App delete-Root Uninstall,Tools,3.6,10000,0,92,424,6,204490,0,2,6
sensor track,Tools,4.2,10000,0,50,138,9,50299,0,1,9
"FreeOBD (?OS?,??,??,??,???)",Tools,3.8,10000,0,51,0,6,3816,1,0,3
UC Browser Mini for Android,Tools,4.4,10000000,0,91,581,166011,160581,3,3,6
Real Night Vision,Tools,2.8,100000,0,51,165,6,70020,0,3,8
Night Vision Camera HD,Tools,3.2,1000000,0,51,229,6,69973,1,1,12
ApkShare,Tools,4.4,1000000,0,92,397,15,201661,0,2,4
Night Sky Tools - Astronomy,Tools,4.4,100000,0,50,544,9,293943,0,2,3
Downloader & Private Browser,Tools,4.3,10000000,0,100,1727,12,742243,3,4,5
Best Apps Market - for Android,Tools,4.3,10000000,0,92,833,12,321751,1,3,5
Universal Converter,Tools,3.9,50000,0,92,461,12,317889,0,1,8
AA??????????,Tools,4.1,50000,0,100,494,9,150115,4,2,4
??i??,Tools,4.4,10000,0,50,176,6,64444,7,1,3
Neon Clock Widget,Tools,4.2,100000,0,0,6,3,1560,0,0,6
Synodroid,Tools,4.3,100000,0,51,241,16,107526,1,2,11
Seoul Subway,Tools,4.2,100000,0,50,228,15,53794,1,0,3
SMWidgets,Tools,4.2,100000,0,0,7,6,1981,0,1,8
????,Tools,4.4,10000,0,0,0,3,253,0,0,3
FrequencyGenerator,Tools,3.1,10000,0,51,27,5098,7362,0,0,15
Austin Lock Screen Widget,Tools,3.2,10000,0,0,1,3,188,0,0,4
League of Legends Counter,Tools,4.1,100000,0,51,508,9,207180,0,2,13
DockNothing Free,Tools,3.6,10000,0,0,26,3,4588,0,1,14
ScreenLockGesture,Tools,4,10000,0,0,11,6,3260,1,0,2
PasswordMaker,Tools,4,10000,0,0,0,3,475,0,0,2
Any Web Copy,Tools,3.8,50000,0,51,19,3,7406,0,0,4
Flashlight LED(widget),Tools,3.9,10000,0,51,13,3,4021,1,0,10
BTU Calculator,Tools,4.1,10000,0,0,0,3,1472,0,0,5
Zapya,Tools,4.4,1000000,0,51,652,12,198855,5,2,14
Reverse Lookup,Tools,3.7,1000000,0,100,535,6,232279,0,3,25
Speaker Phone,Tools,4.3,10000,0,50,5,3,1503,2,0,3
Phoning Pigeon,Tools,4.2,10000,0,50,3,3,2254,0,0,18
MufWatch,Tools,3.9,10000,0,0,1,3,3119,0,0,8
QTH Locator Droid,Tools,4.2,10000,0,51,3,3,2795,3,0,3
Radiation calculator,Tools,4.1,10000,0,0,1,3,3983,0,0,13
DTMF Tone Generator,Tools,4,10000,0,51,32,6,7487,0,1,1
DiskDigger undelete (root),Tools,3.7,1000000,0,51,32,6,14017,2,0,10
Wind Computer,Tools,4.4,10000,0,0,2,3,2655,0,0,8
Bluetooth Touchpad,Tools,3.4,50000,0,0,1,6,1794,0,0,6
Multi-touch Benchmark Test,Tools,4.5,50000,0,0,1,3,1235,0,0,3
Soft Lock Screen,Tools,4.2,100000,0,0,2,6,367,0,0,8
99Taxis (para taxista),Tools,4.4,100000,0,50,431,6,234338,54,0,10
MathAlly Graphing Calculator,Tools,4.2,100000,0,92,364,9,123339,0,3,5
Scientific Calculator,Tools,4.2,1000000,0,92,1277,108556,20788,0,1,3
Screen Capture + (ScreenShot),Tools,3.6,100000,0,51,118,6,45408,0,1,2
Turn Off Screen,Tools,4.2,100000,0,0,3,3,360,0,0,15
Unique Lotto Betting Method,Tools,4.2,50000,0,51,255,6,202226,0,3,2
WiFi Thetering Router Enabler,Tools,4.2,100000,0,0,0,6,648,2,0,3
IPCam,Tools,3.7,100000,0,51,106,9,34984,0,0,7
WIN - Remote Control,Tools,4.4,1000000,0,92,521,12,206007,2,2,1
Max Remote,Tools,3.7,100000,0,51,287,9,102791,1,1,1
WiFi Mouse,Tools,4.3,10000,0,50,102,6,30206,1,1,19
TouchRemote - PC Remote,Tools,3.9,100000,0,51,378,21,103979,0,3,30
SlidingMenu Demos,Tools,4.8,10000,0,51,128,9,48360,0,4,4
AndroidRC Remote for Windows,Tools,3.7,10000,0,100,363,9,116941,0,1,6
gPad remote touchpad/keyboard,Tools,3.7,100000,0,51,542,3387,140672,2,2,5
Elixir 2,Tools,4.6,500000,0,50,577,26,256347,14,1,7
Goldworm Remote Control,Tools,4.5,100000,0,92,170,6,90392,2,3,1
Sensor Mouse,Tools,4,100000,0,51,44,5117,13254,0,0,3
Flashlight,Tools,4.1,500000,0,51,217,6,81454,2,5,3
Unified Remote,Tools,4.4,1000000,0,51,520,6,174005,2,3,7
A8 Video Player,Tools,4,1000000,0,92,391,19,142816,2,3,8
Bkav Security - Antivirus Free,Tools,4.3,1000000,0,50,511,12,143885,14,0,6
BlueputDroid,Tools,3.1,100000,0,51,183,12,55052,1,2,74
Intelliremote,Tools,3.7,50000,0,51,93,9,16620,1,0,6
Vectir Remote Control,Tools,4.2,50000,0,51,120,9,35804,0,1,14
VLCRemote,Tools,4.3,10000,0,51,135,9,55909,0,1,29
CM Security- AppLock&AntiVirus,Tools,4.7,50000000,0,100,837,15,341933,9,5,14
PSafe Total Android Antiv°rus,Tools,4.4,10000000,0,100,1187,569084,547757,15,1,2
Alarm Clock,Tools,4.4,1000000,0,92,386,3,139570,0,4,1
Wallpaper Setter,Tools,3.6,100000,0,0,0,3,170,2,1,12
Minimalistic Clock Widget,Tools,4.3,50000,0,0,31,6,11248,0,4,3
Internet Booster (root),Tools,4.3,100000,0,0,4,3,1438,1,0,3
ALYac Android,Tools,4.5,5000000,0,88,730,21,298406,6,10,8
Decibel meter,Tools,3.3,1000000,0,50,100,5058,51597,4,4,12
??????????,Tools,4.6,10000,0,50,5,3,5379,1,0,25
??????,Tools,3.9,10000,0,0,9,3,1215,0,0,6
Baba Scope,Tools,4.1,10000,0,0,4,3,5919,0,1,4
Superuser,Tools,4.4,10000000,0,51,179,6,73448,1,3,8
SmartHosts,Tools,4.4,50000,0,51,49,9,13799,0,1,4
Private Box,Tools,4.5,10000,0,0,19,3,6568,0,1,17
Counter for SmartWatch,Tools,3.1,10000,0,0,7,3,7231,0,1,2
Random Color With Shaker,Tools,4,10000,0,51,34,13762,9843,0,0,5
barcode2file,Tools,4.1,10000,0,92,92,6,33292,1,1,8
Smart Task Manager FREE,Tools,3.8,10000,0,0,2,6,7742,1,0,7
Carrier IQ Scanner,Tools,4.5,10000,0,0,1,3,475,0,0,4
SmartAPN (3G off/MMS on),Tools,3.6,100000,0,51,199,6,52906,2,5,3
Countdown Timer Widget,Tools,3.9,100000,0,0,5,6,2516,0,0,10
Nexus One LED Flashlight,Tools,4.6,100000,0,0,3,3,984,1,0,26
FXR WiFi fix and rescue,Tools,3.9,100000,0,50,5,3,3388,16,1,11
Performance Booster (root),Tools,4.3,100000,0,0,5,3,1435,1,0,3
RAM Booster (root),Tools,4.2,100000,0,0,5,3,1455,1,0,3
Translate My Words,Tools,3.9,100000,0,51,52,3,12297,0,1,14
BuKimBu,Tools,3.4,100000,0,51,119,6,56141,0,1,7
4checkers - Checklist & to dos,Tools,3.5,10000,0,51,508,12,287138,2,3,2
ALCATEL onetouch Smart Link,Tools,3.9,10000,0,51,260,6,94157,2,1,10
Don't hung up! Decoration,Tools,3.8,10000,0,50,51,5117,13426,2,1,5
AED???,Tools,4.5,10000,0,0,23,6,7098,1,0,12
??539????--???,Tools,4.2,10000,0,50,146,3,112553,0,5,4
Memo,Tools,3.5,10000,0,50,278,6,77024,3,1,12
????? LITE,Tools,3.4,50000,0,51,51,3354,16410,0,0,16
To Do for Sloth!,Tools,4.3,50000,0,51,32,5117,24404,0,1,3
Compass_,Tools,3.9,50000,0,50,71,3,17730,3,0,2
AED???,Tools,3.9,10000,0,0,2,3,1977,0,0,1
ViRobot Mobile 3S,Tools,3.6,50000,0,51,50,3,8400,2,2,13
Caculator,Tools,3.5,50000,0,50,89,6,22840,0,0,4
Memo_,Tools,3.6,100000,0,50,74,3,18690,2,1,14
Manner Camera,Tools,3.4,100000,0,51,18,12,6694,1,1,5
Sliding Emoji Keyboard - iOS,Tools,3.3,100000,0,0,76,6,46405,0,3,6
PDF417 Barcode Generator,Tools,3.7,10000,0,92,0,3,1444,1,0,5
TFolder,Tools,3.5,10000,0,51,52,6,13561,0,3,38
Device Info,Tools,4.3,100000,0,51,13,3,7190,0,0,3
FreeSpace,Tools,4.2,100000,0,92,243,9,60819,1,2,2
MyFiles,Tools,3.7,100000,0,0,44,3,13286,0,1,4
Superuser,Tools,4.4,1000000,0,0,88,6,38677,1,2,14
RepeaterBook,Tools,4.6,10000,0,51,36,3,4734,1,0,9
Repeater,Tools,4.3,50000,0,51,36,3,4688,1,0,5
?? ??? ??(Navy n Pink),Tools,4,10000,0,0,0,6,321,0,0,9
dodol Keyboard Theme(GrayBlue),Tools,4.2,10000,0,0,0,6,321,0,0,2
?? ??? ??(HoneyBee),Tools,4.1,10000,0,0,0,6,297,0,0,1
dodol Wallpaper Maker 1,Tools,3.7,10000,0,51,73,3,20767,0,1,14
ShowMeThe Gallery-Image search,Tools,3.8,10000,0,51,536,9,202432,0,3,4
?? ??? ??(NaturalBrown),Tools,4,10000,0,0,0,6,321,0,0,2
dodolK Language pack(English),Tools,4.2,10000,0,0,0,6,204,0,0,5
dodol App Manager,Tools,4.2,10000,0,92,532,9,234026,1,4,11
Unlock Huawei Mobile,Tools,3.8,10000,0,51,1252,15,285124,0,11,11
dodolK Language pack(???),Tools,3.7,50000,0,0,0,6,210,0,0,5
?? ??? ??(WP7),Tools,3.8,50000,0,0,0,6,321,0,0,2
dodolK Language pack(??-??),Tools,3.8,50000,0,0,0,6,180,0,0,2
Theme Manager,Tools,4.2,100000,0,92,537,9,236927,1,4,5
dodolK Language pack(???),Tools,3.9,100000,0,0,0,6,180,0,0,8
Q2 Keyboard Theme Maker,Tools,3.9,100000,0,92,54,9,17757,1,1,12
dodol Wallpaper Maker 2,Tools,3.9,1000000,0,51,484,12,185789,2,3,8
dodol Keyboard,Tools,4.2,5000000,0,92,407,15,167994,4,2,7
SoftPower,Tools,3.4,50000,0,51,37,3,7126,0,1,2
Multi Wifi Widget,Tools,3.6,50000,0,0,3,6,1985,1,1,11
Suspicious Apps,Tools,4.1,50000,0,51,28,3682,6995,0,0,29
Private Call - Ad Supported,Tools,4.3,10000,0,51,45,3,12224,1,0,7
Ping Free,Tools,4,10000,0,51,30,3660,8083,0,0,2
openBmap,Tools,4.1,10000,0,50,21,3,7856,3,0,10
Battery LED Indicator,Tools,3.7,50000,0,51,35,3,7716,1,1,8
RD2 Vehicle Info,Tools,2.8,10000,0,51,35,3666,9743,0,0,2
NQ Security Multi-language,Tools,4.3,5000000,0,50,501,6,160640,17,4,7
DualDial,Tools,3,10000,0,0,1,3,179,2,0,8
Metronome Vibration,Tools,3.4,10000,0,92,60,6,40413,0,0,3
Fraction Calculator Free,Tools,4.1,10000,0,51,34,13765,9153,0,0,2
???,Tools,3.7,10000,0,50,0,3,879,5,0,14
yuz,Tools,4.3,10000,0,51,9,3,7952,1,0,1
SoftLocker FREE,Tools,4.4,10000,0,0,0,3,667,0,2,4
Shipping Postal,Tools,4.1,10000,0,51,43,6,8719,0,0,8
RootDim [root],Tools,4,100000,0,0,7,3,1935,0,1,3
Self serve,Tools,2.7,1000000,0,51,3,6,1268,1,4,18
GO Media Manager,Tools,4.3,1000000,0,51,135,9,54870,2,2,2
SIM Phone Detailz,Tools,3.9,10000,0,100,148,6,78094,2,1,3
Max Memo Widget(Free),Tools,4.4,10000,0,92,149,6,43625,0,4,4
Max Abacus,Tools,3.9,10000,0,51,38,3381,16208,0,2,9
Google Gesture Search,Tools,4.3,1000000,0,50,219,6,109296,4,1,7
Max Altimeter,Tools,4,10000,0,50,108,9,42125,0,1,4
Max Stopwatch,Tools,4.4,50000,0,92,97,6,45310,0,1,5
Max Vibrometer,Tools,4.3,50000,0,51,103,9,40063,0,1,1
Max Magnifier,Tools,3.8,50000,0,51,59,6,16081,0,1,7
Max Measure,Tools,3.2,100000,0,51,64,6,19163,0,1,9
Max Roulette,Tools,3.8,100000,0,51,102,9,40816,0,1,10
Max Magnetic Field Detector,Tools,3.8,100000,0,51,103,9,40237,0,2,7
Max Protractor,Tools,4,100000,0,51,59,6,16836,0,1,2
Unit Converter,Tools,4.1,100000,0,92,108,6,50100,0,1,2
Max Flash(Flash Light),Tools,4,500000,0,51,41,3381,16908,0,1,6
Compass & Level,Tools,3.9,1000000,0,51,65,6,20053,1,1,1
??????? ????? amalgama-lab,Tools,4.7,10000,0,92,432,15,305290,1,3,5
Greek Keyboard,Tools,4.1,100000,0,0,0,6,1404,0,0,8
Messaging+ 6/7 Emoji Plugin,Tools,3.5,500000,0,0,0,6,2014,0,0,3
Keyboard ManMan,Tools,4.4,1000000,0,0,76,12,24244,0,1,3
MyEnel,Tools,3.7,50000,0,50,102,9,40282,3,0,9
CPU CruiseControl,Tools,3.6,50000,0,0,5,3,1606,0,1,1
Text Styler Keyboard - Sphere,Tools,4.1,10000,0,0,1,6,2201,2,2,8
???????????,Tools,4.1,10000,0,51,7,3,2701,0,0,1
WiFi HotSpot,Tools,3.9,1000000,0,0,2,3,285,0,0,20
Find Word,Tools,3.9,10000,0,51,27,6,8503,0,0,2
Text note pad.,Tools,2.8,10000,0,0,1,3,1022,1,0,5
Persian Calendar,Tools,4,10000,0,50,0,3,1444,0,0,2
Resistor ID Lite,Tools,4.3,10000,0,0,1,3,1803,0,0,7
WakeLocker for Galaxy S,Tools,4.1,10000,0,0,9,3,5922,0,3,2
PaintNote,Tools,4.2,10000,0,0,3,3,2357,0,2,14
Bluetooth OPP PUT for 2.x Lite,Tools,4,10000,0,51,31,9,14108,0,1,5
???????????,Tools,3.6,10000,0,51,41,6,9384,0,0,11
?????,Tools,3.7,10000,0,92,417,9,326167,1,2,5
